movieId,avg_rating,vote_count,title,score
339,3.4693877551020407,98,While You Were Sleeping,322.3917691851423
750,4.268041237113402,97,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,319.7485220341418
1617,4.061855670103093,97,L.A. Confidential,319.5872317115612
3114,3.8608247422680413,97,Toy Story 2,319.429973647045
72998,3.6030927835051547,97,Avatar,319.2283607438192
2987,3.5721649484536084,97,Who Framed Roger Rabbit?,319.20416719543215
3949,3.921875,96,Requiem for a Dream,316.2088311380587
1961,3.8072916666666665,96,Rain Man,316.1194002437498
1784,3.6979166666666665,96,As Good as It Gets,316.0340343900912
6365,3.3541666666666665,96,"Matrix Reloaded, The",315.7657417071644
2502,4.090425531914893,94,Office Space,309.80162782187614
59315,3.824468085106383,94,Iron Man,309.59501625162824
4027,3.8085106382978724,94,"O Brother, Where Art Thou?",309.58261955741335
4011,4.155913978494624,93,Snatch,306.5828183763765
8368,3.913978494623656,93,Harry Potter and the Prisoner of Azkaban,306.3953183763765
551,3.553763440860215,93,"Nightmare Before Christmas, The",306.1161517097098
919,3.880434782608696,92,"Wizard of Oz, The",303.1000282146233
2396,3.777173913043478,92,Shakespeare in Love,303.0201962818502
8360,3.5760869565217392,92,Shrek 2,302.86473409697624
2355,3.516304347826087,92,"Bug's Life, A",302.8185156095813
288,3.233695652173913,92,Natural Born Killers,302.6000282146233
5378,3.157608695652174,92,Star Wars: Episode II - Attack of the Clones,302.54120468521154
1917,3.0543478260869565,92,Armageddon,302.4613727524384
1387,4.0054945054945055,91,Jaws,299.92705443705097
1259,4.0054945054945055,91,Stand by Me,299.92705443705097
1356,3.879120879120879,91,Star Trek: First Contact,299.82959680993235
2797,3.71978021978022,91,Big,299.7067154540001
2174,3.4725274725274726,91,Beetlejuice,299.5160374878984
3948,3.4175824175824174,91,Meet the Parents,299.4736646065425
48780,4.0055555555555555,90,"Prestige, The",296.65731113898033
1610,3.8722222222222222,90,"Hunt for Red October, The",296.55474703641625
1080,3.9269662921348316,89,Monty Python's Life of Brian,293.32708876384663
21,3.49438202247191,89,Get Shorty,292.9951922121225
2324,4.1477272727272725,88,Life Is Beautiful,290.2261139444223
68157,4.136363636363637,88,Inglourious Basterds,290.2174182922484
2916,3.653409090909091,88,Total Recall,289.8478530748571
2012,3.3693181818181817,88,Back to the Future Part III,289.63046177050927
19,2.727272727272727,88,Ace Ventura: When Nature Calls,289.1391574226832
5618,4.155172413793103,87,Spirited Away,286.96129670410323
2791,3.8563218390804597,87,Airplane!,286.7332265286646
2011,3.5057471264367814,87,Back to the Future Part II,286.4656826690155
2617,3.1206896551724137,87,"Mummy, The",286.1718230198927
1246,3.9593023255813953,86,Dead Poets Society,283.5415615803876
1653,3.953488372093023,86,Gattaca,283.53713680162656
141,3.494186046511628,86,"Birdcage, The",283.18757927950264
1391,3.0930232558139537,86,Mars Attacks!,282.8822695449894
1307,3.8588235294117648,85,When Harry Met Sally...,280.19490184425604
5218,3.6882352941176473,85,Ice Age,280.06543755854176
1393,3.5941176470588236,85,Jerry Maguire,279.99400898711315
904,4.261904761904762,84,Rear Window,277.22959881249005
32587,3.857142857142857,84,Sin City,276.9232925061837
1220,3.8095238095238093,84,"Blues Brothers, The",276.8872564701477
410,3.1011904761904763,84,Addams Family Values,276.35122043411167
95,3.0238095238095237,84,Broken Arrow,276.2926618755531
1219,4.036144578313253,83,Psycho,273.78787130429953
3897,3.8674698795180724,83,Almost Famous,273.6605985770268
1101,3.3012048192771086,83,Top Gun,273.23332584975407
16,3.926829268292683,82,Casino,270.43458837079214
1584,3.652439024390244,82,Contact,270.2281663524435
788,2.731707317073171,82,"Nutty Professor, The",269.5355058019848
49272,3.9444444444444446,81,Casino Royale,267.17683643533866
48394,3.814814814814815,81,Pan's Labyrinth,267.07961421311643
54286,3.697530864197531,81,"Bourne Ultimatum, The",266.9916512501535
300,3.5185185185185186,81,Quiz Show,266.85739199089426
317,3.2037037037037037,81,"Santa Clause, The",266.6212808797831
442,3.0925925925925926,81,Demolition Man,266.5379475464498
62,3.70625,80,Mr. Holland's Opus,263.7275743109687
2291,3.7,80,Edward Scissorhands,263.72290141377243
51662,3.68125,80,300,263.70888272218366
1676,3.33125,80,Starship Troopers,263.447200479193
1247,4.063291139240507,79,"Graduate, The",260.7228913319582
8636,3.8037974683544302,79,Spider-Man 2,260.52949510554305
3052,3.6455696202531644,79,Dogma,260.4115705772412
6934,3.151898734177215,79,"Matrix Revolutions, The",260.0436460489393
3751,3.551282051282051,78,Chicken Run,257.0707278548411
33493,3.4294871794871793,78,Star Wars: Episode III - Revenge of the Sith,256.9802516643649
8874,4.0064935064935066,77,Shaun of the Dead,254.13702194217223
46578,3.883116883116883,77,Little Miss Sunshine,254.04567578832607
337,3.7662337662337664,77,What's Eating Gilbert Grape,253.9591373267876
1625,3.7012987012987013,77,"Game, The",253.91106040371068
594,3.616883116883117,77,Snow White and the Seven Dwarfs,253.84856040371068
1573,3.3701298701298703,77,Face/Off,253.6658680960184
3623,2.7142857142857144,77,Mission: Impossible II,253.18029117294145
1225,4.184210526315789,76,Amadeus,250.99609760068296
91529,3.9934210526315788,76,"Dark Knight Rises, The",250.8553209016538
2700,3.861842105263158,76,"South Park: Bigger, Longer and Uncut",250.75823352301305
6333,3.723684210526316,76,X2: X-Men United,250.65629177544022
69122,3.6315789473684212,76,"Hangover, The",250.5883306103917
25,3.625,76,Leaving Las Vegas,250.58347624145966
440,3.5460526315789473,76,Dave,250.5252238142752
6016,4.1466666666666665,75,City of God,247.6957817393296
2692,4.0,75,Run Lola Run,247.58793860207467
8665,3.7866666666666666,75,"Bourne Supremacy, The",247.43107585697663
2000,3.6733333333333333,75,Lethal Weapon,247.3477425236433
3481,3.6666666666666665,75,High Fidelity,247.34284056285898
3175,3.58,75,Galaxy Quest,247.2791150726629
6711,4.033783783783784,74,Lost in Translation,244.34025084762106
35836,3.5472972972972974,74,"40-Year-Old Virgin, The",243.9838152040567
368,3.5,74,Maverick,243.94916173871016
1485,3.0337837837837838,74,Liar Liar,243.60757758029433
109487,3.993150684931507,73,Interstellar,241.03784847464678
3994,3.4794520547945207,73,Unbreakable,240.66284847464678
1201,4.145833333333333,72,"Good, the Bad and the Ugly, The",237.87604316137848
50872,3.8680555555555554,72,Ratatouille,237.6740229593583
45722,3.5069444444444446,72,Pirates of the Caribbean: Dead Man's Chest,237.41139669673203
3977,2.7222222222222223,72,Charlie's Angels,236.84068962602495
99114,3.943661971830986,71,Django Unchained,234.45607767495002
1079,3.9225352112676055,71,"Fish Called Wanda, A",234.44077155250105
1028,3.887323943661972,71,Mary Poppins,234.41526134841942
40815,3.816901408450704,71,Harry Potter and the Goblet of Fire,234.36424094025614
63082,3.8098591549295775,71,Slumdog Millionaire,234.3591388994398
6373,3.316901408450704,71,Bruce Almighty,234.00199604229695
4034,3.9,70,Traffic,231.15141097907804
474,3.692857142857143,70,In the Line of Fire,231.00192644299557
235,3.6785714285714284,70,Ed Wood,230.99161716464505
11,3.6714285714285713,70,"American President, The",230.9864625254698
3408,3.5285714285714285,70,Erin Brockovich,230.88336974196463
2985,3.3714285714285714,70,RoboCop,230.76996768010898
1407,3.2,70,Scream,230.64625633990278
923,4.043478260869565,69,Citizen Kane,227.9812711609675
1278,3.9927536231884058,69,Young Frankenstein,227.94481282763417
89745,3.869565217391304,69,"Avengers, The",227.8562711609675
7147,3.8333333333333335,69,Big Fish,227.83022949430085
520,3.130434782608696,69,Robin Hood: Men in Tights,227.3250211609675
4979,3.6838235294117645,68,"Royal Tenenbaums, The",224.44990643781085
3753,3.448529411764706,68,"Patriot, The",224.28148538517928
1370,3.4044117647058822,68,Die Hard 2,224.24990643781086
266,3.3970588235294117,68,Legends of the Fall,224.24464327991612
48,3.1470588235294117,68,Pocahontas,224.06569591149506
1380,3.139705882352941,68,Grease,224.06043275360034
2054,2.7573529411764706,68,"Honey, I Shrunk the Kids",223.78674854307403
2542,4.052238805970149,67,"Lock, Stock & Two Smoking Barrels",221.4394053764683
74458,4.022388059701493,67,Shutter Island,221.41812878072363
4262,3.9328358208955225,67,Scarface,221.35429899348958
36,3.8358208955223883,67,Dead Man Walking,221.28515005731938
17,3.7761194029850746,67,Sense and Sensibility,221.24259686583002
2353,3.4925373134328357,67,Enemy of the State,221.04046920625555
2081,3.425373134328358,67,"Little Mermaid, The",220.99259686583002
1544,2.753731343283582,67,"Lost World: Jurassic Park, The",220.5138734615747
1288,4.015151515151516,66,This Is Spinal Tap,218.13861304129944
508,3.6136363636363638,66,Philadelphia,217.8536668047403
163,3.5606060606060606,66,Desperado,217.81603239613816
6863,3.4015151515151514,66,School of Rock,217.7031291703317
2194,3.9384615384615387,65,"Untouchables, The",214.80980254294042
553,3.8153846153846156,65,Tombstone,214.72284602120126
555,3.8,65,True Romance,214.7119764559839
70286,3.776923076923077,65,District 9,214.6956721081578
56367,3.769230769230769,65,Juno,214.6902373255491
4246,3.623076923076923,65,Bridget Jones's Diary,214.5869764559839
48385,3.3461538461538463,65,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,214.39132428207083
653,3.0923076923076924,65,Dragonheart,214.2119764559839
5481,2.8461538461538463,65,Austin Powers in Goldmember,214.03806341250564
1234,3.9765625,64,"Sting, The",211.56194031557172
48774,3.9453125,64,Children of Men,211.5399622935937
1035,3.9375,64,"Sound of Music, The",211.5344677880992
55820,3.8984375,64,No Country for Old Men,211.50699526062667
1954,3.828125,64,Rocky,211.4575447111761
353,3.609375,64,"Crow, The",211.30369855732997
4447,3.15625,64,Legally Blonde,210.98501723864865
786,3.109375,64,Eraser,210.95205020568162
4025,3.0546875,64,Miss Congeniality,210.91358866722007
2710,2.796875,64,"Blair Witch Project, The",210.73226998590138
1090,3.984126984126984,63,Platoon,208.2921690793375
2657,3.3412698412698414,63,"Rocky Horror Picture Show, The",207.8421690793375
5502,3.1666666666666665,63,Signs,207.71994685711527
435,2.4206349206349205,63,Coneheads,207.19772463489306
1304,3.943548387096774,62,Butch Cassidy and the Sundance Kid,204.98851437326476
3671,3.935483870967742,62,Blazing Saddles,204.98289639573665
7143,3.903225806451613,62,"Last Samurai, The",204.9604244856243
1374,3.7661290322580645,62,Star Trek II: The Wrath of Khan,204.86491886764676
3421,3.693548387096774,62,Animal House,204.81435706989396
56174,3.4838709677419355,62,I Am Legend,204.66828965416363
1127,3.475806451612903,62,"Abyss, The",204.66267167663554
3081,3.475806451612903,62,Sleepy Hollow,204.66267167663554
41566,3.443548387096774,62,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The",204.64019976652318
158,2.806451612903226,62,Casper,204.19637954180408
173,2.6693548387096775,62,Judge Dredd,204.10087392382655
51255,4.0,61,Hot Fuzz,201.75209380633623
2640,3.6065573770491803,61,Superman,201.47936653360895
3527,3.581967213114754,61,Predator,201.46232107906349
509,3.540983606557377,61,"Piano, The",201.43391198815442
8644,3.4918032786885247,61,"I, Robot",201.39982107906349
2321,3.4836065573770494,61,Pleasantville,201.39413926088167
3253,3.4754098360655736,61,Wayne's World,201.38845744269986
552,3.262295081967213,61,"Three Musketeers, The",201.24073016997258
3717,3.221311475409836,61,Gone in 60 Seconds,201.21232107906349
30793,3.0,61,Charlie and the Chocolate Factory,201.05891198815442
5459,2.959016393442623,61,Men in Black II,201.03050289724533
903,4.025,60,Vertigo,198.49327177415466
3471,3.7416666666666667,60,Close Encounters of the Third Kind,198.29786947530408
596,3.45,60,Pinocchio,198.09672005001673
5299,3.2666666666666666,60,My Big Fat Greek Wedding,197.97028326840754
2006,3.1,60,"Mask of Zorro, The",197.8553407396719
1377,3.025,60,Batman Returns,197.80361660174086
466,2.8666666666666667,60,Hot Shots! Part Deux,197.69442119944202
1252,4.211864406779661,59,Chinatown,195.34498776049026
1199,4.177966101694915,59,Brazil,195.32173194653677
112852,4.0508474576271185,59,Guardians of the Galaxy,195.23452264421118
68358,3.864406779661017,59,Star Trek,195.106615667467
6942,3.788135593220339,59,Love Actually,195.05429008607166
3535,3.788135593220339,59,American Psycho,195.05429008607166
6378,3.6186440677966103,59,"Italian Job, The",194.93801101630422
1500,3.610169491525424,59,Grosse Pointe Blank,194.93219706281585
3033,3.483050847457627,59,Spaceballs,194.84498776049026
33679,3.2796610169491527,59,Mr. & Mrs. Smith,194.70545287676933
2302,3.26271186440678,59,My Cousin Vinny,194.6938249697926
1552,3.0338983050847457,59,Con Air,194.53684822560655
420,2.7203389830508473,59,Beverly Hills Cop III,194.32173194653677
1207,4.120689655172414,58,To Kill a Mockingbird,192.00526075423187
81845,4.043103448275862,58,"King's Speech, The",191.95231957776127
953,4.0344827586206895,58,It's a Wonderful Life,191.9464372248201
1394,3.9913793103448274,58,Raising Arizona,191.91702546011422
6502,3.9741379310344827,58,28 Days Later,191.90526075423188
69844,3.8879310344827585,58,Harry Potter and the Half-Blood Prince,191.8464372248201
1230,3.8706896551724137,58,Annie Hall,191.83467251893777
54001,3.8620689655172415,58,Harry Potter and the Order of the Phoenix,191.82879016599657
73017,3.853448275862069,58,Sherlock Holmes,191.8229078130554
5669,3.7758620689655173,58,Bowling for Columbine,191.7699666365848
34162,3.5086206896551726,58,Wedding Crashers,191.58761369540835
708,3.3879310344827585,58,"Truth About Cats & Dogs, The",191.50526075423187
2167,3.3620689655172415,58,Blade,191.48761369540833
1608,3.3448275862068964,58,Air Force One,191.47584898952599
370,3.060344827586207,58,Naked Gun 33 1/3: The Final Insult,191.28173134246717
1276,4.271929824561403,57,Cool Hand Luke,188.8303487437392
908,4.184210526315789,57,North by Northwest,188.7708249342154
1203,4.149122807017544,57,12 Angry Men,188.74701541040588
80463,3.8859649122807016,57,"Social Network, The",188.56844398183443
2268,3.789473684210526,57,"Few Good Men, A",188.50296779135826
8641,3.7719298245614037,57,Anchorman: The Legend of Ron Burgundy,188.49106302945347
2005,3.5701754385964914,57,"Goonies, The",188.3541582675487
350,3.3859649122807016,57,"Client, The",188.2291582675487
2470,3.175438596491228,57,Crocodile Dundee,188.08630112469157
160,2.8771929824561404,57,Congo,187.88392017231064
1148,4.035714285714286,56,Wallace & Gromit: The Wrong Trousers,185.3924739577749
2529,3.8035714285714284,56,Planet of the Apes,185.23584745175083
1641,3.7589285714285716,56,"Full Monty, The",185.2057269698231
2599,3.6607142857142856,56,Election,185.13946190958214
2395,3.544642857142857,56,Rushmore,185.0611486565701
1302,3.517857142857143,56,Field of Dreams,185.04307636741348
2671,3.455357142857143,56,Notting Hill,185.0009076927147
53125,3.4375,56,Pirates of the Caribbean: At World's End,184.9888594999436
1777,3.419642857142857,56,"Wedding Singer, The",184.9768113071725
4370,3.3392857142857144,56,A.I. Artificial Intelligence,184.92259443970264
78499,4.109090909090909,55,Toy Story 3,182.16372312406565
2804,3.9727272727272727,55,"Christmas Story, A",182.0722597094315
54503,3.8636363636363638,55,Superbad,181.9990889777242
4720,3.6272727272727274,55,"Others, The",181.84055239235835
4308,3.590909090909091,55,Moulin Rouge,181.8161621484559
5956,3.518181818181818,55,Gangs of New York,181.76738166065104
70,3.5090909090909093,55,From Dusk Till Dawn,181.7612840996754
2080,3.4,55,Lady and the Tramp,181.6881133679681
432,2.6454545454545455,55,City Slickers II: The Legend of Curly's Gold,181.1820158069925
106782,3.9166666666666665,54,"Wolf of Wall Street, The",178.75677984578135
122904,3.8333333333333335,54,Deadpool,178.70122429022578
2572,3.5277777777777777,54,10 Things I Hate About You,178.49752058652209
4816,3.509259259259259,54,Zoolander,178.48517490750973
2406,3.4537037037037037,54,Romancing the Stone,178.44813787047272
59784,3.4444444444444446,54,Kung Fu Panda,178.44196503096654
91500,3.435185185185185,54,The Hunger Games,178.43579219146037
7,3.185185185185185,54,Sabrina,178.2691255247937
4018,3.138888888888889,54,What Women Want,178.23826132726282
168,3.0833333333333335,54,First Knight,178.20122429022578
784,2.8055555555555554,54,"Cable Guy, The",178.01603910504062
76093,3.943396226415094,53,How to Train Your Dragon,175.4962119062504
71535,3.8773584905660377,53,Zombieland,175.4524619062504
2947,3.839622641509434,53,Goldfinger,175.4274619062504
2078,3.830188679245283,53,"Jungle Book, The",175.4212119062504
1997,3.80188679245283,53,"Exorcist, The",175.4024619062504
1282,3.7830188679245285,53,Fantasia,175.3899619062504
49530,3.7641509433962264,53,Blood Diamond,175.3774619062504
3911,3.688679245283019,53,Best in Show,175.3274619062504
2712,3.4622641509433962,53,Eyes Wide Shut,175.1774619062504
3489,3.358490566037736,53,Hook,175.1087119062504
485,2.9339622641509435,53,Last Action Hero,174.8274619062504
2699,2.811320754716981,53,Arachnophobia,174.7462119062504
673,2.707547169811321,53,Space Jam,174.6774619062504
172,2.6792452830188678,53,Johnny Mnemonic,174.6587119062504
2701,2.207547169811321,53,Wild Wild West,174.3462119062504
30707,3.8461538461538463,52,Million Dollar Baby,172.1534006474508
3552,3.826923076923077,52,Caddyshack,172.1407424196027
109374,3.7788461538461537,52,"Grand Budapest Hotel, The",172.10909684998245
1466,3.7403846153846154,52,Donnie Brasco,172.08378039428626
3160,3.7115384615384617,52,Magnolia,172.0647930525141
6870,3.7115384615384617,52,Mystic River,172.0647930525141
52973,3.6538461538461537,52,Knocked Up,172.0268183689698
1639,3.576923076923077,52,Chasing Amy,171.9761854575774
225,3.5384615384615383,52,Disclosure,171.9508690018812
45499,3.355769230769231,52,X-Men: The Last Stand,171.83061583732422
3,3.2596153846153846,52,Grumpier Old Men,171.7673246980837
1215,4.03921568627451,51,Army of Darkness,169.0008238904364
4848,3.843137254901961,51,Mulholland Drive,168.8726187622313
4239,3.8137254901960786,51,Blow,168.85338799300052
4776,3.7941176470588234,51,Training Day,168.84056748018
1645,3.411764705882353,51,The Devil's Advocate,168.59056748018
145,3.2450980392156863,51,Bad Boys,168.48159312120563
2100,3.1176470588235294,51,Splash,168.39825978787232
116797,4.02,50,The Imitation Game,165.70823103138056
910,4.01,50,Some Like It Hot,165.70173752488705
34405,3.94,50,Serenity,165.65628297943252
88125,3.91,50,Harry Potter and the Deathly Hallows: Part 2,165.636802459952
33166,3.89,50,Crash,165.62381544696498
5010,3.81,50,Black Hawk Down,165.57186739501694
96079,3.81,50,Skyfall,165.57186739501694
333,3.78,50,Tommy Boy,165.55238687553643
8464,3.51,50,Super Size Me,165.37706220021175
2105,3.34,50,Tron,165.26667258982212
34048,3.15,50,War of the Worlds,165.1432959664455
2424,3.12,50,You've Got Mail,165.12381544696498
8361,3.05,50,"Day After Tomorrow, The",165.07836090151045
3785,2.92,50,Scary Movie,164.99394531709487
5991,3.7244897959183674,49,Chicago,162.23720038204482
2144,3.6020408163265305,49,Sixteen Candles,162.15825301362378
5464,3.520408163265306,49,Road to Perdition,162.1056214346764
661,3.4489795918367347,49,James and the Giant Peach,162.05956880309748
3176,3.336734693877551,49,"Talented Mr. Ripley, The",161.98720038204482
216,3.326530612244898,49,Billy Madison,161.9806214346764
45447,3.122448979591837,49,"Da Vinci Code, The",161.849042487308
5,3.0714285714285716,49,Father of the Bride Part II,161.8161477504659
2641,3.020408163265306,49,Superman II,161.78325301362378
4643,2.7448979591836733,49,Planet of the Apes,161.6056214346764
2019,4.1875,48,Seven Samurai,159.2539277641513
134130,4.0,48,The Martian,159.1339277641513
3000,3.9583333333333335,48,Princess Mononoke,159.10726109748464
745,3.8958333333333335,48,Wallace & Gromit: A Close Shave,159.06726109748465
